policy,setting,coverage,subject,policy_accuracy,ra_accuracy,delta_vs_ra,late_session_acc,negative_windows,balanced_accuracy,macro_f1
kcar,near_causal,0.2,1,0.5381944444444444,0.5520833333333334,-0.01388888888888895,0.5,2,0.5381944444444444,0.5131258029237169
kcar,near_causal,0.2,2,0.22569444444444445,0.21875,0.0069444444444444475,0.2708333333333333,0,0.22569444444444445,0.21015307857413118
kcar,near_causal,0.2,3,0.6493055555555556,0.6527777777777778,-0.00347222222222221,0.6145833333333334,1,0.6493055555555556,0.6449174009999106
kcar,near_causal,0.2,4,0.375,0.3854166666666667,-0.010416666666666685,0.4166666666666667,2,0.375,0.3422589869281045
kcar,near_causal,0.2,5,0.3611111111111111,0.3298611111111111,0.03125,0.40625,0,0.3611111111111111,0.36092790878863085
kcar,near_causal,0.2,6,0.3541666666666667,0.3541666666666667,0.0,0.3020833333333333,1,0.35416666666666663,0.34580046767464423
kcar,near_causal,0.2,7,0.3993055555555556,0.3888888888888889,0.010416666666666685,0.3125,0,0.3993055555555556,0.3889048582995951
kcar,near_causal,0.2,8,0.5486111111111112,0.5451388888888888,0.003472222222222321,0.5416666666666666,1,0.5486111111111112,0.4873669646658152
kcar,near_causal,0.2,9,0.4409722222222222,0.4201388888888889,0.020833333333333315,0.3020833333333333,0,0.4409722222222222,0.4499386555693689
kcar,near_causal,0.3,1,0.5381944444444444,0.5520833333333334,-0.01388888888888895,0.5,2,0.5381944444444444,0.5135351966873706
kcar,near_causal,0.3,2,0.2361111111111111,0.21875,0.017361111111111105,0.2708333333333333,0,0.2361111111111111,0.2174530829404534
kcar,near_causal,0.3,3,0.6458333333333334,0.6527777777777778,-0.00694444444444442,0.6145833333333334,2,0.6458333333333333,0.6409112159813434
kcar,near_causal,0.3,4,0.3784722222222222,0.3854166666666667,-0.006944444444444475,0.4166666666666667,2,0.3784722222222222,0.34207619036719217
kcar,near_causal,0.3,5,0.3368055555555556,0.3298611111111111,0.006944444444444475,0.40625,1,0.3368055555555556,0.3360203793852703
kcar,near_causal,0.3,6,0.3333333333333333,0.3541666666666667,-0.02083333333333337,0.3020833333333333,2,0.3333333333333333,0.32827204400201854
kcar,near_causal,0.3,7,0.3958333333333333,0.3888888888888889,0.00694444444444442,0.3125,1,0.39583333333333337,0.3858210627228368
kcar,near_causal,0.3,8,0.5451388888888888,0.5451388888888888,0.0,0.5416666666666666,2,0.545138888888889,0.48602657541122074
kcar,near_causal,0.3,9,0.4444444444444444,0.4201388888888889,0.024305555555555525,0.3020833333333333,0,0.4444444444444444,0.4550774157178771
kcar,near_causal,0.4,1,0.5416666666666666,0.5520833333333334,-0.01041666666666674,0.5104166666666666,2,0.5416666666666666,0.5170439211889671
kcar,near_causal,0.4,2,0.24305555555555555,0.21875,0.024305555555555552,0.2708333333333333,0,0.24305555555555555,0.22331486357984054
